,Unnamed: 0,id,created_at,text,text_tokens,text_tokens_fdist,text_tokens_SW,text_tokens_stemmed
92,92,1586608255584739328,2022-10-30 06:37:40+00:00,bhabinkamtibmas aipda sh nauli siregar melakukan sosialisasi kepada warga kelbagelen tentang kartu barcode aplikasi pelayanan pengaduan masyarakat terpadu yang bertujuan untuk melayani pengaduan masyarakat terkait kinerja polri dan atau pelanggaran anggota polri,"['bhabinkamtibmas', 'aipda', 'sh', 'nauli', 'siregar', 'melakukan', 'sosialisasi', 'kepada', 'warga', 'kelbagelen', 'tentang', 'kartu', 'barcode', 'aplikasi', 'pelayanan', 'pengaduan', 'masyarakat', 'terpadu', 'yang', 'bertujuan', 'untuk', 'melayani', 'pengaduan', 'masyarakat', 'terkait', 'kinerja', 'polri', 'dan', 'atau', 'pelanggaran', 'anggota', 'polri']",<FreqDist with 29 samples and 32 outcomes>,"['bhabinkamtibmas', 'aipda', 'nauli', 'siregar', 'sosialisasi', 'warga', 'kelbagelen', 'kartu', 'barcode', 'aplikasi', 'pelayanan', 'pengaduan', 'masyarakat', 'terpadu', 'bertujuan', 'melayani', 'pengaduan', 'masyarakat', 'terkait', 'kinerja', 'polri', 'pelanggaran', 'anggota', 'polri']","['bhabinkamtibmas', 'aipda', 'nauli', 'siregar', 'sosialisasi', 'warga', 'kelbagelen', 'kartu', 'barcode', 'aplikasi', 'layan', 'adu', 'masyarakat', 'padu', 'tuju', 'layan', 'adu', 'masyarakat', 'kait', 'kerja', 'polri', 'langgar', 'anggota', 'polri']"
93,93,1586608015897112576,2022-10-30 06:36:43+00:00,nampak begitu hangat obrolan kapolri dan salah seorang ulama ini merupakan bukti nyata dalam meningkatkan kinerja positif polri doa untuk polri,"['nampak', 'begitu', 'hangat', 'obrolan', 'kapolri', 'dan', 'salah', 'seorang', 'ulama', 'ini', 'merupakan', 'bukti', 'nyata', 'dalam', 'meningkatkan', 'kinerja', 'positif', 'polri', 'doa', 'untuk', 'polri']",<FreqDist with 20 samples and 21 outcomes>,"['nampak', 'hangat', 'obrolan', 'kapolri', 'salah', 'ulama', 'bukti', 'meningkatkan', 'kinerja', 'positif', 'polri', 'doa', 'polri']","['nampak', 'hangat', 'obrol', 'kapolri', 'salah', 'ulama', 'bukti', 'tingkat', 'kerja', 'positif', 'polri', 'doa', 'polri']"
94,94,1586607742436880384,2022-10-30 06:35:38+00:00,nampak begitu hangat obrolan kapolri dan salah seorang ulama ini merupakan bukti nyata dalam meningkatkan kinerja positif polri doa untuk polri,"['nampak', 'begitu', 'hangat', 'obrolan', 'kapolri', 'dan', 'salah', 'seorang', 'ulama', 'ini', 'merupakan', 'bukti', 'nyata', 'dalam', 'meningkatkan', 'kinerja', 'positif', 'polri', 'doa', 'untuk', 'polri']",<FreqDist with 20 samples and 21 outcomes>,"['nampak', 'hangat', 'obrolan', 'kapolri', 'salah', 'ulama', 'bukti', 'meningkatkan', 'kinerja', 'positif', 'polri', 'doa', 'polri']","['nampak', 'hangat', 'obrol', 'kapolri', 'salah', 'ulama', 'bukti', 'tingkat', 'kerja', 'positif', 'polri', 'doa', 'polri']"
95,95,1586606534360170497,2022-10-30 06:30:50+00:00,semoga polri lebih giat lagi dalam kinerja nya untuk masyarakat doa untuk polri,"['semoga', 'polri', 'lebih', 'giat', 'lagi', 'dalam', 'kinerja', 'nya', 'untuk', 'masyarakat', 'doa', 'untuk', 'polri']",<FreqDist with 11 samples and 13 outcomes>,"['semoga', 'polri', 'giat', 'kinerja', 'masyarakat', 'doa', 'polri']","['moga', 'polri', 'giat', 'kerja', 'masyarakat', 'doa', 'polri']"
96,96,1586606324875509763,2022-10-30 06:30:00+00:00,kalaborasi antara polri dan ulama akan meningkatkan kepercayaan publik akan kinerja polisi doa untuk polri,"['kalaborasi', 'antara', 'polri', 'dan', 'ulama', 'akan', 'meningkatkan', 'kepercayaan', 'publik', 'akan', 'kinerja', 'polisi', 'doa', 'untuk', 'polri']",<FreqDist with 13 samples and 15 outcomes>,"['kalaborasi', 'polri', 'ulama', 'meningkatkan', 'kepercayaan', 'publik', 'kinerja', 'polisi', 'doa', 'polri']","['kalaborasi', 'polri', 'ulama', 'tingkat', 'percaya', 'publik', 'kerja', 'polisi', 'doa', 'polri']"
97,97,1586603808158756864,2022-10-30 06:20:00+00:00,dalam kunjungan kepada ulama ini pak kapolri juga menyampaikan komitmen besarnya untuk meningkatkan kualitas kinerja polri doa untuk polri,"['dalam', 'kunjungan', 'kepada', 'ulama', 'ini', 'pak', 'kapolri', 'juga', 'menyampaikan', 'komitmen', 'besarnya', 'untuk', 'meningkatkan', 'kualitas', 'kinerja', 'polri', 'doa', 'untuk', 'polri']",<FreqDist with 17 samples and 19 outcomes>,"['kunjungan', 'ulama', 'kapolri', 'komitmen', 'besarnya', 'meningkatkan', 'kualitas', 'kinerja', 'polri', 'doa', 'polri']","['kunjung', 'ulama', 'kapolri', 'komitmen', 'besar', 'tingkat', 'kualitas', 'kerja', 'polri', 'doa', 'polri']"
98,98,1586601480995291138,2022-10-30 06:10:45+00:00,moga setelah datang ke habib kinerja kapolri lebih optimal lagi amin doa untuk polri,"['moga', 'setelah', 'datang', 'ke', 'habib', 'kinerja', 'kapolri', 'lebih', 'optimal', 'lagi', 'amin', 'doa', 'untuk', 'polri']",<FreqDist with 14 samples and 14 outcomes>,"['habib', 'kinerja', 'kapolri', 'optimal', 'amin', 'doa', 'polri']","['habib', 'kerja', 'kapolri', 'optimal', 'amin', 'doa', 'polri']"
99,99,1586601291731460097,2022-10-30 06:10:00+00:00,kapolri listyo sigit menyampaikan beberapa hal terkait komitmen kapolri dalam meningkatkan kinerja polri mantap dukung doa untuk polri,"['kapolri', 'listyo', 'sigit', 'menyampaikan', 'beberapa', 'hal', 'terkait', 'komitmen', 'kapolri', 'dalam', 'meningkatkan', 'kinerja', 'polri', 'mantap', 'dukung', 'doa', 'untuk', 'polri']",<FreqDist with 16 samples and 18 outcomes>,"['kapolri', 'listyo', 'sigit', 'terkait', 'komitmen', 'kapolri', 'meningkatkan', 'kinerja', 'polri', 'mantap', 'dukung', 'doa', 'polri']","['kapolri', 'listyo', 'sigit', 'kait', 'komitmen', 'kapolri', 'tingkat', 'kerja', 'polri', 'mantap', 'dukung', 'doa', 'polri']"
100,100,1586598961053241344,2022-10-30 06:00:44+00:00,masyarakat sempat meragukan kinerja kapolri karena bnyak nya kasus sekarang ini doa untuk polri,"['masyarakat', 'sempat', 'meragukan', 'kinerja', 'kapolri', 'karena', 'bnyak', 'nya', 'kasus', 'sekarang', 'ini', 'doa', 'untuk', 'polri']",<FreqDist with 14 samples and 14 outcomes>,"['masyarakat', 'meragukan', 'kinerja', 'kapolri', 'bnyak', 'doa', 'polri']","['masyarakat', 'ragu', 'kerja', 'kapolri', 'bnyak', 'doa', 'polri']"
101,101,1586598868426588160,2022-10-30 06:00:22+00:00,kinerja yang baik telah dilakukan oleh pak kapolri sigit beliau terus berusaha untuk meyakinkan masyarakat bahwa pelayanan polri terhadap masyarakat akan terus meningkat doa untuk polri,"['kinerja', 'yang', 'baik', 'telah', 'dilakukan', 'oleh', 'pak', 'kapolri', 'sigit', 'beliau', 'terus', 'berusaha', 'untuk', 'meyakinkan', 'masyarakat', 'bahwa', 'pelayanan', 'polri', 'terhadap', 'masyarakat', 'akan', 'terus', 'meningkat', 'doa', 'untuk', 'polri']",<FreqDist with 22 samples and 26 outcomes>,"['kinerja', 'kapolri', 'sigit', 'beliau', 'berusaha', 'masyarakat', 'pelayanan', 'polri', 'masyarakat', 'meningkat', 'doa', 'polri']","['kerja', 'kapolri', 'sigit', 'beliau', 'usaha', 'masyarakat', 'layan', 'polri', 'masyarakat', 'tingkat', 'doa', 'polri']"
102,102,1586598779385520128,2022-10-30 06:00:01+00:00,mari samasama saling memperbaiki diri untuk menghasilkan kinerja terbaik doa untuk polri,"['mari', 'samasama', 'saling', 'memperbaiki', 'diri', 'untuk', 'menghasilkan', 'kinerja', 'terbaik', 'doa', 'untuk', 'polri']",<FreqDist with 11 samples and 12 outcomes>,"['mari', 'samasama', 'memperbaiki', 'menghasilkan', 'kinerja', 'terbaik', 'doa', 'polri']","['mari', 'samasama', 'baik', 'hasil', 'kerja', 'baik', 'doa', 'polri']"
103,103,1586598778835939328,2022-10-30 06:00:01+00:00,berharap banget nih dengan adanya dapat meningkatkan kinerja keduanya jadi lebih baik doa untuk polri,"['berharap', 'banget', 'nih', 'dengan', 'adanya', 'dapat', 'meningkatkan', 'kinerja', 'keduanya', 'jadi', 'lebih', 'baik', 'doa', 'untuk', 'polri']",<FreqDist with 15 samples and 15 outcomes>,"['berharap', 'banget', 'meningkatkan', 'kinerja', 'doa', 'polri']","['harap', 'banget', 'tingkat', 'kerja', 'doa', 'polri']"
104,104,1586597623540350976,2022-10-30 05:55:25+00:00,semakin tinggi rakyat percaya pads polri akan mempengaruhi kinerja nya juga maka harus saling dukung ya bestiee doa untuk polri,"['semakin', 'tinggi', 'rakyat', 'percaya', 'pads', 'polri', 'akan', 'mempengaruhi', 'kinerja', 'nya', 'juga', 'maka', 'harus', 'saling', 'dukung', 'ya', 'bestiee', 'doa', 'untuk', 'polri']",<FreqDist with 19 samples and 20 outcomes>,"['rakyat', 'percaya', 'pads', 'polri', 'mempengaruhi', 'kinerja', 'dukung', 'bestiee', 'doa', 'polri']","['rakyat', 'percaya', 'pads', 'polri', 'pengaruh', 'kerja', 'dukung', 'bestiee', 'doa', 'polri']"
105,105,1586596258495442944,2022-10-30 05:50:00+00:00,bapak kapolri listyo sigit pramono disambut hangat oleh para ulama dan mendoakan agar kinerja polri semakin membaik doa untuk polri,"['bapak', 'kapolri', 'listyo', 'sigit', 'pramono', 'disambut', 'hangat', 'oleh', 'para', 'ulama', 'dan', 'mendoakan', 'agar', 'kinerja', 'polri', 'semakin', 'membaik', 'doa', 'untuk', 'polri']",<FreqDist with 19 samples and 20 outcomes>,"['kapolri', 'listyo', 'sigit', 'pramono', 'disambut', 'hangat', 'ulama', 'mendoakan', 'kinerja', 'polri', 'membaik', 'doa', 'polri']","['kapolri', 'listyo', 'sigit', 'pramono', 'sambut', 'hangat', 'ulama', 'doa', 'kerja', 'polri', 'baik', 'doa', 'polri']"
106,106,1586596258482769928,2022-10-30 05:50:00+00:00,doa untuk polri untuk selalu menjaga marwah institusi dan menjaga kepercayaan publik terhadap kinerja polri kita sama sama berdoa untuk negara kita tercinta,"['doa', 'untuk', 'polri', 'untuk', 'selalu', 'menjaga', 'marwah', 'institusi', 'dan', 'menjaga', 'kepercayaan', 'publik', 'terhadap', 'kinerja', 'polri', 'kita', 'sama', 'sama', 'berdoa', 'untuk', 'negara', 'kita', 'tercinta']",<FreqDist with 17 samples and 23 outcomes>,"['doa', 'polri', 'menjaga', 'marwah', 'institusi', 'menjaga', 'kepercayaan', 'publik', 'kinerja', 'polri', 'berdoa', 'negara', 'tercinta']","['doa', 'polri', 'jaga', 'marwah', 'institusi', 'jaga', 'percaya', 'publik', 'kerja', 'polri', 'doa', 'negara', 'cinta']"
107,107,1586592164548464641,2022-10-30 05:33:44+00:00,mponn wa kinerja polri emang mantep sihh semoga tetep baik untuk kedepannya doa untuk polri,"['mponn', 'wa', 'kinerja', 'polri', 'emang', 'mantep', 'sihh', 'semoga', 'tetep', 'baik', 'untuk', 'kedepannya', 'doa', 'untuk', 'polri']",<FreqDist with 13 samples and 15 outcomes>,"['mponn', 'kinerja', 'polri', 'emang', 'mantep', 'sihh', 'semoga', 'tetep', 'kedepannya', 'doa', 'polri']","['mponn', 'kerja', 'polri', 'emang', 'mantep', 'sihh', 'moga', 'tetep', 'depan', 'doa', 'polri']"
108,108,1586591775065780224,2022-10-30 05:32:11+00:00,mponn mantab banget kinerja kapolri ini sangat mbagus memberi contoh kepada generasi muda doa untuk polri,"['mponn', 'mantab', 'banget', 'kinerja', 'kapolri', 'ini', 'sangat', 'mbagus', 'memberi', 'contoh', 'kepada', 'generasi', 'muda', 'doa', 'untuk', 'polri']",<FreqDist with 16 samples and 16 outcomes>,"['mponn', 'mantab', 'banget', 'kinerja', 'kapolri', 'mbagus', 'contoh', 'generasi', 'muda', 'doa', 'polri']","['mponn', 'mantab', 'banget', 'kerja', 'kapolri', 'mbagus', 'contoh', 'generasi', 'muda', 'doa', 'polri']"
109,109,1586591654232068096,2022-10-30 05:31:42+00:00,mas bro dan mbak sis kapolri listyo sigit melakukan silaturahmi dengan para ulama lanjutkan kinerja positif pak doa untuk polri,"['mas', 'bro', 'dan', 'mbak', 'sis', 'kapolri', 'listyo', 'sigit', 'melakukan', 'silaturahmi', 'dengan', 'para', 'ulama', 'lanjutkan', 'kinerja', 'positif', 'pak', 'doa', 'untuk', 'polri']",<FreqDist with 20 samples and 20 outcomes>,"['mbak', 'sis', 'kapolri', 'listyo', 'sigit', 'silaturahmi', 'ulama', 'lanjutkan', 'kinerja', 'positif', 'doa', 'polri']","['mbak', 'sis', 'kapolri', 'listyo', 'sigit', 'silaturahmi', 'ulama', 'lanjut', 'kerja', 'positif', 'doa', 'polri']"
110,110,1586585798731739136,2022-10-30 05:08:26+00:00,upaya kapolri dalam meningkatkan kinerja demi mengembalikan kepercayaan masyarakat dan publik terhadap polisi patut di apresiasi doa untuk polri,"['upaya', 'kapolri', 'dalam', 'meningkatkan', 'kinerja', 'demi', 'mengembalikan', 'kepercayaan', 'masyarakat', 'dan', 'publik', 'terhadap', 'polisi', 'patut', 'di', 'apresiasi', 'doa', 'untuk', 'polri']",<FreqDist with 19 samples and 19 outcomes>,"['upaya', 'kapolri', 'meningkatkan', 'kinerja', 'mengembalikan', 'kepercayaan', 'masyarakat', 'publik', 'polisi', 'patut', 'apresiasi', 'doa', 'polri']","['upaya', 'kapolri', 'tingkat', 'kerja', 'kembali', 'percaya', 'masyarakat', 'publik', 'polisi', 'patut', 'apresiasi', 'doa', 'polri']"
111,111,1586585449828450305,2022-10-30 05:07:03+00:00,kapolri mengunjungi beberapa ulama dan habaib guna menjalin dan membahas beberapa hal mengenai kinerja polisi doa untuk polri,"['kapolri', 'mengunjungi', 'beberapa', 'ulama', 'dan', 'habaib', 'guna', 'menjalin', 'dan', 'membahas', 'beberapa', 'hal', 'mengenai', 'kinerja', 'polisi', 'doa', 'untuk', 'polri']",<FreqDist with 16 samples and 18 outcomes>,"['kapolri', 'mengunjungi', 'ulama', 'habaib', 'menjalin', 'membahas', 'kinerja', 'polisi', 'doa', 'polri']","['kapolri', 'unjung', 'ulama', 'habaib', 'jalin', 'bahas', 'kerja', 'polisi', 'doa', 'polri']"
112,112,1586585159666524160,2022-10-30 05:05:54+00:00,dg menurunnya kprcyaan malah makin buat polisi jdkan acuan kinerja merka doa untuk polri,"['dg', 'menurunnya', 'kprcyaan', 'malah', 'makin', 'buat', 'polisi', 'jdkan', 'acuan', 'kinerja', 'merka', 'doa', 'untuk', 'polri']",<FreqDist with 14 samples and 14 outcomes>,"['menurunnya', 'kprcyaan', 'polisi', 'jdkan', 'acuan', 'kinerja', 'merka', 'doa', 'polri']","['turun', 'kprcyaan', 'polisi', 'jdkan', 'acu', 'kerja', 'merka', 'doa', 'polri']"
113,113,1586585133653467136,2022-10-30 05:05:47+00:00,kapolri mengunjungi beberapa ulama dan habaib guna menjalin dan membahas beberapa hal mengenai kinerja polisi doa untuk polri,"['kapolri', 'mengunjungi', 'beberapa', 'ulama', 'dan', 'habaib', 'guna', 'menjalin', 'dan', 'membahas', 'beberapa', 'hal', 'mengenai', 'kinerja', 'polisi', 'doa', 'untuk', 'polri']",<FreqDist with 16 samples and 18 outcomes>,"['kapolri', 'mengunjungi', 'ulama', 'habaib', 'menjalin', 'membahas', 'kinerja', 'polisi', 'doa', 'polri']","['kapolri', 'unjung', 'ulama', 'habaib', 'jalin', 'bahas', 'kerja', 'polisi', 'doa', 'polri']"
114,114,1586585066846625792,2022-10-30 05:05:31+00:00,keren kapolri sudah bnyk diapresiasi dr berbagai pihak yg akhirnya mengakui kinerja polri dlm kasus belakangan ini,"['keren', 'kapolri', 'sudah', 'bnyk', 'diapresiasi', 'dr', 'berbagai', 'pihak', 'yg', 'akhirnya', 'mengakui', 'kinerja', 'polri', 'dlm', 'kasus', 'belakangan', 'ini']",<FreqDist with 17 samples and 17 outcomes>,"['keren', 'kapolri', 'diapresiasi', 'mengakui', 'kinerja', 'polri']","['keren', 'kapolri', 'apresiasi', 'aku', 'kerja', 'polri']"
115,115,1586584937851162625,2022-10-30 05:05:01+00:00,di tengah kritik tajam di dalam negeri kinerja polri diapresiasi apik oleh lembaga jajak pendapat dunia gallup inc ini terlihat dalam laporan gallup global law and order index,"['di', 'tengah', 'kritik', 'tajam', 'di', 'dalam', 'negeri', 'kinerja', 'polri', 'diapresiasi', 'apik', 'oleh', 'lembaga', 'jajak', 'pendapat', 'dunia', 'gallup', 'inc', 'ini', 'terlihat', 'dalam', 'laporan', 'gallup', 'global', 'law', 'and', 'order', 'index']",<FreqDist with 25 samples and 28 outcomes>,"['kritik', 'tajam', 'negeri', 'kinerja', 'polri', 'diapresiasi', 'apik', 'lembaga', 'jajak', 'pendapat', 'dunia', 'gallup', 'inc', 'laporan', 'gallup', 'global', 'law', 'order', 'index']","['kritik', 'tajam', 'negeri', 'kerja', 'polri', 'apresiasi', 'apik', 'lembaga', 'jajak', 'dapat', 'dunia', 'gallup', 'inc', 'lapor', 'gallup', 'global', 'law', 'order', 'index']"
116,116,1586584934298390528,2022-10-30 05:05:00+00:00,kapolri jend listyo sigit menjadi pembicara di uin walisongo kemarin beliau menyampaikan beberapa hal terkait komitmen peningkatan kinerja polri semangat selalu dukung doa untuk polri,"['kapolri', 'jend', 'listyo', 'sigit', 'menjadi', 'pembicara', 'di', 'uin', 'walisongo', 'kemarin', 'beliau', 'menyampaikan', 'beberapa', 'hal', 'terkait', 'komitmen', 'peningkatan', 'kinerja', 'polri', 'semangat', 'selalu', 'dukung', 'doa', 'untuk', 'polri']",<FreqDist with 24 samples and 25 outcomes>,"['kapolri', 'jend', 'listyo', 'sigit', 'pembicara', 'uin', 'walisongo', 'kemarin', 'beliau', 'terkait', 'komitmen', 'peningkatan', 'kinerja', 'polri', 'semangat', 'dukung', 'doa', 'polri']","['kapolri', 'jend', 'listyo', 'sigit', 'bicara', 'uin', 'walisongo', 'kemarin', 'beliau', 'kait', 'komitmen', 'tingkat', 'kerja', 'polri', 'semangat', 'dukung', 'doa', 'polri']"
117,117,1586584786138955776,2022-10-30 05:04:24+00:00,komitmen kapolri dalam melakukan kinerja dan upaya terbaik demi mengembalikan kepercayaan masyarakat dan publik terhadap polisi semoga selalu sukses doa untuk polri,"['komitmen', 'kapolri', 'dalam', 'melakukan', 'kinerja', 'dan', 'upaya', 'terbaik', 'demi', 'mengembalikan', 'kepercayaan', 'masyarakat', 'dan', 'publik', 'terhadap', 'polisi', 'semoga', 'selalu', 'sukses', 'doa', 'untuk', 'polri']",<FreqDist with 21 samples and 22 outcomes>,"['komitmen', 'kapolri', 'kinerja', 'upaya', 'terbaik', 'mengembalikan', 'kepercayaan', 'masyarakat', 'publik', 'polisi', 'semoga', 'sukses', 'doa', 'polri']","['komitmen', 'kapolri', 'kerja', 'upaya', 'baik', 'kembali', 'percaya', 'masyarakat', 'publik', 'polisi', 'moga', 'sukses', 'doa', 'polri']"
118,118,1586584514109014017,2022-10-30 05:03:20+00:00,kolaborasi polri dengan ulama tersebut sangat mendukung dan melengkapi didalam kinerja yang keras terdapat doadoa yang dipanjatkan doa untuk polri,"['kolaborasi', 'polri', 'dengan', 'ulama', 'tersebut', 'sangat', 'mendukung', 'dan', 'melengkapi', 'didalam', 'kinerja', 'yang', 'keras', 'terdapat', 'doadoa', 'yang', 'dipanjatkan', 'doa', 'untuk', 'polri']",<FreqDist with 18 samples and 20 outcomes>,"['kolaborasi', 'polri', 'ulama', 'mendukung', 'melengkapi', 'didalam', 'kinerja', 'keras', 'doadoa', 'dipanjatkan', 'doa', 'polri']","['kolaborasi', 'polri', 'ulama', 'dukung', 'lengkap', 'dalam', 'kerja', 'keras', 'doadoa', 'panjat', 'doa', 'polri']"
119,119,1586584405421985792,2022-10-30 05:02:54+00:00,semangat para pemuda pemudi penerus bangsa terus berikan dukungan terhadap kinerja polri dalam melaksanakan tugasnya doa untuk polri,"['semangat', 'para', 'pemuda', 'pemudi', 'penerus', 'bangsa', 'terus', 'berikan', 'dukungan', 'terhadap', 'kinerja', 'polri', 'dalam', 'melaksanakan', 'tugasnya', 'doa', 'untuk', 'polri']",<FreqDist with 17 samples and 18 outcomes>,"['semangat', 'pemuda', 'pemudi', 'penerus', 'bangsa', 'dukungan', 'kinerja', 'polri', 'melaksanakan', 'tugasnya', 'doa', 'polri']","['semangat', 'pemuda', 'pemudi', 'terus', 'bangsa', 'dukung', 'kerja', 'polri', 'laksana', 'tugas', 'doa', 'polri']"
120,120,1586583929808883712,2022-10-30 05:01:00+00:00,silaturahmi dan doa bersamasemoga kinerja polri lebih baik lagi menjaga keutuhan nkri doa untuk polri,"['silaturahmi', 'dan', 'doa', 'bersamasemoga', 'kinerja', 'polri', 'lebih', 'baik', 'lagi', 'menjaga', 'keutuhan', 'nkri', 'doa', 'untuk', 'polri']",<FreqDist with 13 samples and 15 outcomes>,"['silaturahmi', 'doa', 'bersamasemoga', 'kinerja', 'polri', 'menjaga', 'keutuhan', 'nkri', 'doa', 'polri']","['silaturahmi', 'doa', 'bersamasemoga', 'kerja', 'polri', 'jaga', 'utuh', 'nkri', 'doa', 'polri']"
121,121,1586583681426227200,2022-10-30 05:00:01+00:00,tidak menjadi halangan dalam bertugas para polri namun turunnya kepercayaan masyarakat atas kinerja polri menjadi acuan untuk terus upgrade pelayanan kepada masyarakat doa untuk polri,"['tidak', 'menjadi', 'halangan', 'dalam', 'bertugas', 'para', 'polri', 'namun', 'turunnya', 'kepercayaan', 'masyarakat', 'atas', 'kinerja', 'polri', 'menjadi', 'acuan', 'untuk', 'terus', 'upgrade', 'pelayanan', 'kepada', 'masyarakat', 'doa', 'untuk', 'polri']",<FreqDist with 20 samples and 25 outcomes>,"['halangan', 'bertugas', 'polri', 'turunnya', 'kepercayaan', 'masyarakat', 'kinerja', 'polri', 'acuan', 'upgrade', 'pelayanan', 'masyarakat', 'doa', 'polri']","['halang', 'tugas', 'polri', 'turun', 'percaya', 'masyarakat', 'kerja', 'polri', 'acu', 'upgrade', 'layan', 'masyarakat', 'doa', 'polri']"
122,122,1586583681094733826,2022-10-30 05:00:01+00:00,bukannya menjadi halangan dalam bertugas tetapi turunnya kepercayaan masyarakat terhadap kinerja polri menjadi acuan agar polri terus melakukan upaya pelayanan yang terbaik kepada masyarakat doa untuk polri,"['bukannya', 'menjadi', 'halangan', 'dalam', 'bertugas', 'tetapi', 'turunnya', 'kepercayaan', 'masyarakat', 'terhadap', 'kinerja', 'polri', 'menjadi', 'acuan', 'agar', 'polri', 'terus', 'melakukan', 'upaya', 'pelayanan', 'yang', 'terbaik', 'kepada', 'masyarakat', 'doa', 'untuk', 'polri']",<FreqDist with 23 samples and 27 outcomes>,"['halangan', 'bertugas', 'turunnya', 'kepercayaan', 'masyarakat', 'kinerja', 'polri', 'acuan', 'polri', 'upaya', 'pelayanan', 'terbaik', 'masyarakat', 'doa', 'polri']","['halang', 'tugas', 'turun', 'percaya', 'masyarakat', 'kerja', 'polri', 'acu', 'polri', 'upaya', 'layan', 'baik', 'masyarakat', 'doa', 'polri']"
123,123,1586583677772845057,2022-10-30 05:00:00+00:00,dengan turunnya kepercayaan masyarakat atas kinerja polri halini justru menjadi acuan untuk terus perbaiki pelayanan kepada masyarakat doa untuk polri,"['dengan', 'turunnya', 'kepercayaan', 'masyarakat', 'atas', 'kinerja', 'polri', 'halini', 'justru', 'menjadi', 'acuan', 'untuk', 'terus', 'perbaiki', 'pelayanan', 'kepada', 'masyarakat', 'doa', 'untuk', 'polri']",<FreqDist with 17 samples and 20 outcomes>,"['turunnya', 'kepercayaan', 'masyarakat', 'kinerja', 'polri', 'halini', 'acuan', 'perbaiki', 'pelayanan', 'masyarakat', 'doa', 'polri']","['turun', 'percaya', 'masyarakat', 'kerja', 'polri', 'halini', 'acu', 'baik', 'layan', 'masyarakat', 'doa', 'polri']"
124,124,1586583677739233280,2022-10-30 05:00:00+00:00,kapolri menyampaikan bahwa ia juga telah berusaha memperbaiki budaya pelayanan di tubuh polri semoga polri terus membaik kinerja nya ya doa untuk polri,"['kapolri', 'menyampaikan', 'bahwa', 'ia', 'juga', 'telah', 'berusaha', 'memperbaiki', 'budaya', 'pelayanan', 'di', 'tubuh', 'polri', 'semoga', 'polri', 'terus', 'membaik', 'kinerja', 'nya', 'ya', 'doa', 'untuk', 'polri']",<FreqDist with 21 samples and 23 outcomes>,"['kapolri', 'berusaha', 'memperbaiki', 'budaya', 'pelayanan', 'tubuh', 'polri', 'semoga', 'polri', 'membaik', 'kinerja', 'doa', 'polri']","['kapolri', 'usaha', 'baik', 'budaya', 'layan', 'tubuh', 'polri', 'moga', 'polri', 'baik', 'kerja', 'doa', 'polri']"
125,125,1586581239993024512,2022-10-30 04:50:19+00:00,selalu suarakan kinerja polri agar rakyat kembali cintai lembaga inibselamat hut,"['selalu', 'suarakan', 'kinerja', 'polri', 'agar', 'rakyat', 'kembali', 'cintai', 'lembaga', 'inibselamat', 'hut']",<FreqDist with 11 samples and 11 outcomes>,"['suarakan', 'kinerja', 'polri', 'rakyat', 'cintai', 'lembaga', 'inibselamat', 'hut']","['suara', 'kerja', 'polri', 'rakyat', 'cinta', 'lembaga', 'inibselamat', 'hut']"
126,126,1586575347532767232,2022-10-30 04:26:54+00:00,lebih baik citra polisi turun sehingga ada evaluasi dan perbaikan kinerja ketimbang citra baik namun tidak ada perbaikan pelayanan yang sudah kusam selama bertahuntahun,"['lebih', 'baik', 'citra', 'polisi', 'turun', 'sehingga', 'ada', 'evaluasi', 'dan', 'perbaikan', 'kinerja', 'ketimbang', 'citra', 'baik', 'namun', 'tidak', 'ada', 'perbaikan', 'pelayanan', 'yang', 'sudah', 'kusam', 'selama', 'bertahuntahun']",<FreqDist with 20 samples and 24 outcomes>,"['citra', 'polisi', 'turun', 'evaluasi', 'perbaikan', 'kinerja', 'ketimbang', 'citra', 'perbaikan', 'pelayanan', 'kusam', 'bertahuntahun']","['citra', 'polisi', 'turun', 'evaluasi', 'baik', 'kerja', 'ketimbang', 'citra', 'baik', 'layan', 'kusam', 'bertahuntahun']"
127,127,1586574614020313089,2022-10-30 04:23:59+00:00,polri bukan di kalimantan aja bang terjadi spt ini  bakalan di tindak lanjutin bang percumabeginilah kinerja nya,"['polri', 'bukan', 'di', 'kalimantan', 'aja', 'bang', 'terjadi', 'spt', 'ini', 'bakalan', 'di', 'tindak', 'lanjutin', 'bang', 'percumabeginilah', 'kinerja', 'nya']",<FreqDist with 15 samples and 17 outcomes>,"['polri', 'kalimantan', 'bang', 'tindak', 'lanjutin', 'bang', 'percumabeginilah', 'kinerja']","['polri', 'kalimantan', 'bang', 'tindak', 'lanjutin', 'bang', 'percumabeginilah', 'kerja']"
